,OBS_ID,TIMETAG,ARNUMBER,LOC,LATD,LOND,LONH,AREA,Z,LL,NN,MAGTYPE,OBS,Timetag
0,0.0,1997-03-28 00:00:00,2026,S-25E-79,-25,-72,0.0,40,BXO,0.0,0.0,BETA,RAMY,1997-03-27 12:21:00
1,0.0,1997-01-05 00:00:00,8009,S-02W02,-2,7,0.0,20,AXX,0.0,0.0,BETA,HOLL,1997-01-04 16:10:00
2,0.0,1997-01-06 00:00:00,8009,S-02W17,-2,18,0.0,40,BXO,0.0,0.0,BETA,PALE,1997-01-05 22:10:00
3,0.0,1997-01-07 00:00:00,8009,S-01W29,-1,31,0.0,10,BXO,0.0,0.0,BETA,PALE,1997-01-06 21:15:00
4,0.0,1997-01-08 00:00:00,8009,S-05W38,-5,45,0.0,10,AXX,0.0,0.0,ALPHA,RAMY,1997-01-07 12:53:00
5,0.0,1997-01-04 00:00:00,8010,S-32E-38,-32,-31,0.0,10,AXX,0.0,0.0,ALPHA,RAMY,1997-01-03 12:43:00
6,0.0,1997-01-10 00:00:00,8010,N38W44,38,49,0.0,20,BXO,0.0,0.0,BETA,HOLL,1997-01-09 16:15:00
7,0.0,1997-01-11 00:00:00,8010,N40W57,40,59,0.0,30,BXO,0.0,0.0,BETA,PALE,1997-01-10 21:10:00
8,0.0,1997-01-12 00:00:00,8010,N36W61,36,75,0.0,20,BXO,0.0,0.0,BETA,LEAR,1997-01-11 00:12:00
9,0.0,1997-01-16 00:00:00,8011,S-06E-29,-6,-23,0.0,20,DRO,0.0,0.0,BETA,RAMY,1997-01-15 13:14:00
10,0.0,1997-01-17 00:00:00,8011,S-24E-56,-24,-49,0.0,20,AXX,0.0,0.0,ALPHA,RAMY,1997-01-16 12:18:00
11,0.0,1997-01-18 00:00:00,8011,S-05W04,-5,6,0.0,10,AXX,0.0,0.0,ALPHA,PALE,1997-01-17 21:18:00
12,0.0,1997-01-19 00:00:00,8011,S-06W13,-6,18,0.0,10,AXX,0.0,0.0,ALPHA,HOLL,1997-01-18 15:45:00
13,0.0,1997-01-22 00:00:00,8011,S-09E-07,-9,7,0.0,10,AXX,0.0,0.0,ALPHA,LEAR,1997-01-21 00:40:00
14,0.0,1997-01-19 00:00:00,8013,S-32E-69,-32,-63,0.0,0,AXX,0.0,0.0,ALPHA,RAMY,1997-01-18 13:33:00
15,0.0,1997-01-20 00:00:00,8013,S-27E-65,-27,-51,0.0,0,AXX,0.0,0.0,ALPHA,LEAR,1997-01-19 00:35:00
16,0.0,1997-01-26 00:00:00,8013,S-05E-27,-5,-20,0.0,0,AXX,0.0,0.0,ALPHA,RAMY,1997-01-25 12:40:00
17,0.0,1997-01-28 00:00:00,8013,S-08W05,-8,10,0.0,0,AXX,0.0,0.0,ALPHA,HOLL,1997-01-27 15:32:00
18,0.0,1997-01-25 00:00:00,8014,S-14E-57,-14,-56,0.0,10,AXX,0.0,0.0,ALPHA,PALE,1997-01-24 22:25:00
19,0.0,1997-01-26 00:00:00,8014,S-12E-50,-12,-46,0.0,10,BXO,0.0,0.0,BETA,HOLL,1997-01-25 17:02:00
20,0.0,1997-01-27 00:00:00,8014,S-16E-37,-16,-36,0.0,10,AXX,0.0,0.0,ALPHA,PALE,1997-01-26 22:15:00
21,0.0,1997-01-28 00:00:00,8014,S-15E-28,-15,-23,0.0,10,AXX,0.0,0.0,ALPHA,HOLL,1997-01-27 15:32:00
22,0.0,1997-01-29 00:00:00,8014,S-15E-13,-15,-8,0.0,10,AXX,0.0,0.0,ALPHA,RAMY,1997-01-28 15:25:00
23,0.0,1997-01-29 00:00:00,8015,N03E-56,3,-51,0.0,10,AXX,0.0,0.0,ALPHA,RAMY,1997-01-28 15:25:00
24,0.0,1997-01-30 00:00:00,8015,N05E-38,5,-32,0.0,20,BXO,0.0,0.0,BETA,RAMY,1997-01-29 13:36:00
25,0.0,1997-01-31 00:00:00,8015,N03E-26,3,-19,0.0,20,CRO,0.0,0.0,BETA,RAMY,1997-01-30 12:38:00
26,0.0,1997-02-01 00:00:00,8015,N04E-10,4,-7,0.0,10,BXO,0.0,0.0,BETA,PALE,1997-01-31 18:15:00
27,0.0,1997-03-07 00:00:00,8020,N03E-75,3,-72,0.0,120,HSX,0.0,0.0,ALPHA,PALE,1997-03-06 19:25:00
28,0.0,1997-03-08 00:00:00,8020,N03E-63,3,-61,0.0,130,CSO,0.0,0.0,BETA,PALE,1997-03-07 21:25:00
